trade_date,trade_symbol,factor_value
2021-07-19,000001.SZ,
2021-07-19,000333.SZ,-0.6793156303078007
2021-07-19,000858.SZ,-0.3475703218857451
2021-07-19,002027.SZ,-3.576867310161979
2021-07-19,002230.SZ,-3.3631882016653547
2021-07-19,002415.SZ,-4.687476697460541
2021-07-19,002594.SZ,-0.6997390115580595
2021-07-19,002714.SZ,-4.67115456315506
2021-07-19,300015.SZ,-4.200712539873234
2021-07-19,300124.SZ,-1.372260657028046
2021-07-19,300750.SZ,-3.712995567339161
2021-07-19,600030.SH,-0.7832553129789966
2021-07-19,600050.SH,-4.389535606280293
2021-07-19,600276.SH,-2.579932888686358
2021-07-19,600309.SH,-0.31977298148224864
2021-07-19,600900.SH,-4.4704420232818265
2021-07-19,601088.SH,-4.370810721239488
2021-07-19,601318.SH,-0.6283607440241932
2021-07-19,601668.SH,-4.586602593313724
2021-07-19,688008.SH,-3.5003935539997513
2021-07-20,000001.SZ,
2021-07-20,000333.SZ,-0.8506151870417167
2021-07-20,000858.SZ,-0.6494469530635072
2021-07-20,002027.SZ,-2.839181407680517
2021-07-20,002230.SZ,-0.6646091387381416
2021-07-20,002415.SZ,-2.901031525746717
2021-07-20,002594.SZ,-0.7354902854302167
2021-07-20,002714.SZ,-4.83843572641783
2021-07-20,300015.SZ,-4.243547785740917
2021-07-20,300124.SZ,-0.7341232031152907
2021-07-20,300750.SZ,-1.8791582087079002
2021-07-20,600030.SH,-0.8812295455486971
2021-07-20,600050.SH,-4.327064087161855
2021-07-20,600276.SH,-0.8571191847218195
2021-07-20,600309.SH,-0.6609635858983388
2021-07-20,600900.SH,-4.309250590331
2021-07-20,601088.SH,-4.248684701106094
2021-07-20,601318.SH,-2.325075603794689
2021-07-20,601668.SH,-3.856083516301421
2021-07-20,688008.SH,-1.7930734496043748
2021-07-21,000001.SZ,
2021-07-21,000333.SZ,-0.9365756659347944
2021-07-21,000858.SZ,-0.8144082190645843
2021-07-21,002027.SZ,-0.936741372882058
2021-07-21,002230.SZ,-0.8288247234765318
2021-07-21,002415.SZ,-0.9103111147934877
2021-07-21,002594.SZ,-0.8108040929615974
2021-07-21,002714.SZ,-4.947885165085546
2021-07-21,300015.SZ,-4.2484361406851985
2021-07-21,300124.SZ,-0.9260947015203612
2021-07-21,300750.SZ,-0.9148266291064253
2021-07-21,600030.SH,-0.891876216910394
2021-07-21,600050.SH,-4.317784498115083
2021-07-21,600276.SH,-0.950122208873607
2021-07-21,600309.SH,-0.832138862421807
2021-07-21,600900.SH,-4.340900617258378
2021-07-21,601088.SH,-4.18994158830109
2021-07-21,601318.SH,-4.129914246654791
2021-07-21,601668.SH,-1.9507436099258462
2021-07-21,688008.SH,-0.9264261154148887
2021-07-22,000001.SZ,
2021-07-22,000333.SZ,-0.6090973114047806
2021-07-22,000858.SZ,-0.8627117941919715
2021-07-22,002027.SZ,-0.5661377853266498
2021-07-22,002230.SZ,-0.8801938771282987
2021-07-22,002415.SZ,-0.563983595012221
2021-07-22,002594.SZ,-0.9047185053233356
2021-07-22,002714.SZ,-4.97203695264924
2021-07-22,300015.SZ,-4.582791333526658
2021-07-22,300124.SZ,-0.9527320932930113
2021-07-22,300750.SZ,-0.9465595095074361
2021-07-22,600030.SH,-0.5254153030365798
2021-07-22,600050.SH,-4.553005509755996
2021-07-22,600276.SH,-0.8906748415427317
2021-07-22,600309.SH,-0.7187124570197605
2021-07-22,600900.SH,-3.702970297029703
2021-07-22,601088.SH,-4.151000455694105
2021-07-22,601318.SH,-4.396868138696715
2021-07-22,601668.SH,-0.845436844939724
2021-07-22,688008.SH,-0.9673143046522226
2021-07-23,000001.SZ,
2021-07-23,000333.SZ,-0.31173619453995605
2021-07-23,000858.SZ,-0.5643150089067483
2021-07-23,002027.SZ,-0.5341563445047434
2021-07-23,002230.SZ,-0.885496499440739
2021-07-23,002415.SZ,-0.24379634616181278
2021-07-23,002594.SZ,-0.9490865404532085
2021-07-23,002714.SZ,-4.991258958531836
2021-07-23,300015.SZ,-4.535440573346038
2021-07-23,300124.SZ,-0.8674344421889888
2021-07-23,300750.SZ,-0.9591118107626663
2021-07-23,600030.SH,-0.219768838808567
2021-07-23,600050.SH,-4.783213886242181
2021-07-23,600276.SH,-0.5936037118356188
2021-07-23,600309.SH,-0.7021831890302002
2021-07-23,600900.SH,-1.9119681842661254
2021-07-23,601088.SH,-4.380256017233522
2021-07-23,601318.SH,-4.668378971788393
2021-07-23,601668.SH,-0.5659306516425702
2021-07-23,688008.SH,-0.9868262976925307
2021-07-26,000001.SZ,
2021-07-26,000333.SZ,-0.11541488876921169
2021-07-26,000858.SZ,-0.2917270806578566
2021-07-26,002027.SZ,-0.7363188201665355
2021-07-26,002230.SZ,-0.8600604830357512
2021-07-26,002415.SZ,-0.538630432080865
2021-07-26,002594.SZ,-0.9237333775218526
2021-07-26,002714.SZ,-3.9996271593686563
