trade_date,trade_symbol,factor_value
2021-07-19,000001.SZ,
2021-07-19,000333.SZ,-0.6371384831809342
2021-07-19,000858.SZ,-0.962844966692871
2021-07-19,002027.SZ,-0.8598618064462742
2021-07-19,002230.SZ,-0.9939178286234432
2021-07-19,002415.SZ,-0.9178699987587405
2021-07-19,002594.SZ,-0.9078157970954529
2021-07-19,002714.SZ,-0.9343373743224792
2021-07-19,300015.SZ,-0.8905622905374654
2021-07-19,300124.SZ,-0.9595349414539286
2021-07-19,300750.SZ,-0.9792709669411229
2021-07-19,600030.SH,-0.08986718523728743
2021-07-19,600050.SH,-0.7645744548802185
2021-07-19,600276.SH,-0.8956100790268526
2021-07-19,600309.SH,-0.9237452935578634
2021-07-19,600900.SH,-0.9116637014357234
2021-07-19,601088.SH,-0.9964003475526501
2021-07-19,601318.SH,-0.9527907650295834
2021-07-19,601668.SH,-0.7420662832554098
2021-07-19,688008.SH,-0.9979726095411477
2021-07-20,000001.SZ,
2021-07-20,000333.SZ,-0.6371384831809342
2021-07-20,000858.SZ,-0.962844966692871
2021-07-20,002027.SZ,-0.8598618064462742
2021-07-20,002230.SZ,-0.9939178286234432
2021-07-20,002415.SZ,-0.9098431875543052
2021-07-20,002594.SZ,-0.9078157970954529
2021-07-20,002714.SZ,-0.8798460838263892
2021-07-20,300015.SZ,-0.9282965782614092
2021-07-20,300124.SZ,-0.9595349414539286
2021-07-20,300750.SZ,-0.6796723075013447
2021-07-20,600030.SH,-0.08986718523728743
2021-07-20,600050.SH,-0.7945715586081343
2021-07-20,600276.SH,-0.8059911456824859
2021-07-20,600309.SH,-0.9237452935578634
2021-07-20,600900.SH,-0.9489842360047995
2021-07-20,601088.SH,-0.9964003475526501
2021-07-20,601318.SH,-0.9527907650295834
2021-07-20,601668.SH,-0.7420662832554098
2021-07-20,688008.SH,-0.9979726095411477
2021-07-21,000001.SZ,
2021-07-21,000333.SZ,-0.5618767843104804
2021-07-21,000858.SZ,-0.6134718027224958
2021-07-21,002027.SZ,-0.8598618064462742
2021-07-21,002230.SZ,-0.9022715048202242
2021-07-21,002415.SZ,-0.9098431875543052
2021-07-21,002594.SZ,-0.8162522239232074
2021-07-21,002714.SZ,-0.7341635979974347
2021-07-21,300015.SZ,-0.9665687450866813
2021-07-21,300124.SZ,-0.9595349414539286
2021-07-21,300750.SZ,-0.6026728453804461
2021-07-21,600030.SH,-0.08986718523728743
2021-07-21,600050.SH,-0.7945715586081343
2021-07-21,600276.SH,-0.4245107368943688
2021-07-21,600309.SH,-0.9237452935578634
2021-07-21,600900.SH,-0.9489842360047995
2021-07-21,601088.SH,-0.9964003475526501
2021-07-21,601318.SH,-0.9586660598287062
