trade_date,trade_symbol,factor_value
2021-07-19,000001.SZ,
2021-07-19,000333.SZ,0.5274866758681858
2021-07-19,000858.SZ,0.5850317574886253
2021-07-19,002027.SZ,0.41933610467652227
2021-07-19,002230.SZ,0.6909689693798472
2021-07-19,002415.SZ,0.2958371280170611
2021-07-19,002594.SZ,0.634221331739912
2021-07-19,002714.SZ,0.2829409761155294
2021-07-19,300015.SZ,0.5664103285130193
2021-07-19,300124.SZ,0.589773889002004
2021-07-19,300750.SZ,0.5893223993373014
2021-07-19,600030.SH,0.9642440256647827
2021-07-19,600050.SH,0.7459950145897758
2021-07-19,600276.SH,0.7410633089646924
2021-07-19,600309.SH,0.7230121312672945
2021-07-19,600900.SH,0.7518697536212189
2021-07-19,601088.SH,0.49724734603440085
2021-07-19,601318.SH,0.12243428194255908
2021-07-19,601668.SH,0.44945117636313076
2021-07-19,688008.SH,0.7010036748903146
2021-07-20,000001.SZ,
2021-07-20,000333.SZ,0.4461236377429371
2021-07-20,000858.SZ,0.6621583462790478
2021-07-20,002027.SZ,0.6632652734869359
2021-07-20,002230.SZ,0.605576417842141
2021-07-20,002415.SZ,0.3835380646906158
2021-07-20,002594.SZ,0.6669705371497255
2021-07-20,002714.SZ,0.2176431648755435
2021-07-20,300015.SZ,0.579437410357286
2021-07-20,300124.SZ,0.8219663399477765
2021-07-20,300750.SZ,0.5855706370615844
2021-07-20,600030.SH,0.9667627741021112
2021-07-20,600050.SH,0.8220739367796599
2021-07-20,600276.SH,0.7612248969618612
2021-07-20,600309.SH,0.6324685486831276
2021-07-20,600900.SH,0.6829607966406263
2021-07-20,601088.SH,0.7237146335594441
2021-07-20,601318.SH,0.19262711385235048
2021-07-20,601668.SH,0.5807370672146878
2021-07-20,688008.SH,0.6734867973347692
2021-07-21,000001.SZ,
2021-07-21,000333.SZ,0.30554158937374193
2021-07-21,000858.SZ,
2021-07-21,002027.SZ,0.6532024943471112
2021-07-21,002230.SZ,0.4127550726289916
2021-07-21,002415.SZ,0.3933722929611412
2021-07-21,002594.SZ,0.7070879829232525
2021-07-21,002714.SZ,0.17809252338174128
2021-07-21,300015.SZ,0.6127537602033666
2021-07-21,300124.SZ,
2021-07-21,300750.SZ,0.20387874206711318
2021-07-21,600030.SH,0.8132435764345463
2021-07-21,600050.SH,0.8626197844049281
2021-07-21,600276.SH,0.8625835956882629
2021-07-21,600309.SH,0.5720693970299148
2021-07-21,600900.SH,0.7964379433253604
2021-07-21,601088.SH,0.7878070937659056
2021-07-21,601318.SH,0.521456634440395
2021-07-21,601668.SH,0.6064954791477567
2021-07-21,688008.SH,
2021-07-22,000001.SZ,
2021-07-22,000333.SZ,0.2601932869563686
2021-07-22,000858.SZ,0.5250278671516085
2021-07-22,002027.SZ,0.5101700723579897
2021-07-22,002230.SZ,0.3150733548328562
2021-07-22,002415.SZ,0.3800199872842839
2021-07-22,002594.SZ,0.222274478862241
2021-07-22,002714.SZ,0.09433220878494111
2021-07-22,300015.SZ,0.6444456994356446
2021-07-22,300124.SZ,0.5699016486129149
2021-07-22,300750.SZ,0.3097163159047804
2021-07-22,600030.SH,0.5652891130917121
2021-07-22,600050.SH,0.879242665710029
2021-07-22,600276.SH,0.7471190758134327
