trade_date,trade_symbol,factor_value
2021-07-19,000001.SZ,
2021-07-19,000333.SZ,-0.9981374943090104
2021-07-19,000858.SZ,-0.9998344439385787
2021-07-19,002027.SZ,-0.1345187154667442
2021-07-19,002230.SZ,-0.9989238856007615
2021-07-19,002415.SZ,-0.9845618972724639
2021-07-19,002594.SZ,-0.9971441579404826
2021-07-19,002714.SZ,-0.10805533629678866
2021-07-19,300015.SZ,-0.842299862905571
2021-07-19,300124.SZ,-0.9992136087082488
2021-07-19,300750.SZ,-1.0
2021-07-19,600030.SH,-0.3817456690623572
2021-07-19,600050.SH,-0.32645091604004817
2021-07-19,600276.SH,-0.9988824965854063
2021-07-19,600309.SH,-0.9990480526468275
2021-07-19,600900.SH,-0.6669851688754103
2021-07-19,601088.SH,-0.4846080345644136
2021-07-19,601318.SH,-0.9452837217002608
2021-07-19,601668.SH,-0.644219184911304
2021-07-19,688008.SH,-0.9987583295393403
2021-07-20,000001.SZ,
2021-07-20,000333.SZ,-0.9975580480940358
2021-07-20,000858.SZ,-0.999751665907868
2021-07-20,002027.SZ,-0.11540858294212954
2021-07-20,002230.SZ,-0.9986755515086296
2021-07-20,002415.SZ,-0.9849343984106618
2021-07-20,002594.SZ,-0.9966061007408634
2021-07-20,002714.SZ,-0.17165884259066927
2021-07-20,300015.SZ,-0.8453741016160525
2021-07-20,300124.SZ,-0.9991308306775382
2021-07-20,300750.SZ,-0.9999586109846447
2021-07-20,600030.SH,-0.3473058867516929
2021-07-20,600050.SH,-0.277055377840555
2021-07-20,600276.SH,-0.9987997185546956
2021-07-20,600309.SH,-0.998468606431853
2021-07-20,600900.SH,-0.683436500353122
2021-07-20,601088.SH,-0.4983590212288646
2021-07-20,601318.SH,-0.9336947974007699
2021-07-20,601668.SH,-0.566116904158531
2021-07-20,688008.SH,-0.9985099954472083
2021-07-21,000001.SZ,
2021-07-21,000333.SZ,-0.99681304581764
2021-07-21,000858.SZ,-0.9997102768925127
2021-07-21,002027.SZ,-0.09401354326783266
2021-07-21,002230.SZ,-0.998344439385787
2021-07-21,002415.SZ,-0.987376350316626
2021-07-21,002594.SZ,-0.9967716568022846
2021-07-21,002714.SZ,-0.2615180092227161
2021-07-21,300015.SZ,-0.8382701175688588
2021-07-21,300124.SZ,-0.9991722196928935
2021-07-21,300750.SZ,-0.9999172219692893
2021-07-21,600030.SH,-0.302230900253417
2021-07-21,600050.SH,-0.263886003905114
2021-07-21,600276.SH,-0.9986341624932743
2021-07-21,600309.SH,-0.9980547162782998
2021-07-21,600900.SH,-0.6972705745502887
2021-07-21,601088.SH,-0.5385318432969133
2021-07-21,601318.SH,-0.9143247382144779
2021-07-21,601668.SH,-0.47746250675086205
2021-07-21,688008.SH,-0.998220272339721
2021-07-22,000001.SZ,
2021-07-22,000333.SZ,-0.9960680435412441
2021-07-22,000858.SZ,-0.9996274988618021
2021-07-22,002027.SZ,-0.0786423497154252
2021-07-22,002230.SZ,-0.9983030503704317
2021-07-22,002415.SZ,-0.9864657919788088
2021-07-22,002594.SZ,-0.9965233227101528
2021-07-22,002714.SZ,-0.35798263470566244
2021-07-22,300015.SZ,-0.8208217356985584
2021-07-22,300124.SZ,-0.998841107570051
2021-07-22,300750.SZ,-0.999875832953934
2021-07-22,600030.SH,-0.268580449503552
2021-07-22,600050.SH,-0.2763906775788293
2021-07-22,600276.SH,-0.9977236041554571
2021-07-22,600309.SH,-0.9976408261247465
2021-07-22,600900.SH,-0.6920776037555565
2021-07-22,601088.SH,-0.6080761081799676
2021-07-22,601318.SH,-0.9095236124332602
2021-07-22,601668.SH,-0.39117610402559094
2021-07-22,688008.SH,-0.9977649931708125
2021-07-23,000001.SZ,
2021-07-23,000333.SZ,-0.9951988742187823
2021-07-23,000858.SZ,-0.9995447208310915
2021-07-23,002027.SZ,-0.07041668397656932
2021-07-23,002230.SZ,-0.9972269359711933
2021-07-23,002415.SZ,-0.9825752245354084
2021-07-23,002594.SZ,-0.9964405446794421
2021-07-23,002714.SZ,-0.4542810851231773
2021-07-23,300015.SZ,-0.8097295500810103
2021-07-23,300124.SZ,-0.9984272174164976
2021-07-23,300750.SZ,-0.9997930549232233
2021-07-23,600030.SH,-0.24282331436168003
2021-07-23,600050.SH,-0.3002367994682398
2021-07-23,600276.SH,-0.9968958238483506
2021-07-23,600309.SH,-0.9962335996026654
2021-07-23,600900.SH,-0.6689377258942296
2021-07-23,601088.SH,-0.676415603838644
2021-07-23,601318.SH,-0.8711973842142295
2021-07-23,601668.SH,-0.31760209380582444
2021-07-23,688008.SH,-0.9974338810479698
2021-07-26,000001.SZ,
2021-07-26,000333.SZ,-0.9933363685277927
2021-07-26,000858.SZ,-0.9992963867389595
2021-07-26,002027.SZ,-0.06692700760250925
2021-07-26,002230.SZ,-0.9966474897562188
2021-07-26,002415.SZ,-0.9745871445718306
2021-07-26,002594.SZ,-0.9952816522494929
2021-07-26,002714.SZ,-0.5399027875867226
2021-07-26,300015.SZ,-0.7801919322005733
2021-07-26,300124.SZ,-0.9972683249865486
2021-07-26,300750.SZ,-0.9996688878771574
2021-07-26,600030.SH,-0.22205143118275103
2021-07-26,600050.SH,-0.3409912342652985
