trade_date,trade_symbol,open,high,low,close,vwap,volume,amount
2021-07-19,002594.SZ,71.22,75.1,69.37,72.5,72.77345420713299,37218723.0,8367318504.0
2021-07-20,002594.SZ,71.22,74.28,70.93,73.65,73.24481589656318,24674966.0,5582671898.0
2021-07-21,002594.SZ,74.84,79.31,74.46,78.09,77.11444666321258,47151119.0,11232169397.0
2021-07-22,002594.SZ,79.73,80.75,77.75,80.59,79.8321875637245,37477327.0,9242619143.0
2021-07-23,002594.SZ,80.1,84.81,79.34,83.74,83.26404908932393,46056227.0,11846110497.0
2021-07-26,002594.SZ,81.12,84.08,78.02,80.46,81.08910856858525,40442824.0,10130659972.0
2021-07-27,002594.SZ,79.63,83.48,76.79,77.27,80.61137544177271,37770720.0,9406136905.0
2021-07-28,002594.SZ,74.45,78.05,72.51,76.56,75.60108065920373,33219863.0,7758094419.0
2021-07-29,002594.SZ,79.94,83.29,78.6,83.26,81.2534647150633,42885105.0,10764228894.0
2021-07-30,002594.SZ,83.26,86.85,81.62,85.69,84.7877549948771,45799399.0,11995907836.0
2021-08-02,002594.SZ,89.35,94.26,88.47,94.26,91.81483350273221,62225903.0,17648921236.0
2021-08-03,002594.SZ,96.79,96.79,89.02,90.67,92.45668422296103,48934853.0,13975748745.0
2021-08-04,002594.SZ,91.61,99.73,91.29,99.73,96.95338355851742,53430639.0,16003136932.0
2021-08-05,002594.SZ,97.44,99.14,95.45,96.94,97.10409010541322,36882291.0,11063466320.0
2021-08-06,002594.SZ,101.37,102.77,96.68,98.29,99.56426691514154,45362627.0,13945125845.0
2021-08-09,002594.SZ,95.54,96.32,91.66,95.07,93.99557416543453,34162079.0,9914944523.0
2021-08-10,002594.SZ,95.08,97.91,91.33,94.57,93.9656726974962,33103516.0,9604456928.0
2021-08-11,002594.SZ,93.6,96.78,92.68,95.54,94.98228251463186,26399395.0,7742097441.0
2021-08-12,002594.SZ,94.9,101.5,93.72,100.07,98.88883497379838,38277898.0,11687505017.0
2021-08-13,002594.SZ,98.13,101.21,96.51,97.17,98.05737292600038,24690646.0,7475335873.0
2021-08-16,002594.SZ,96.19,96.19,92.3,92.43,93.58991476857402,30506701.0,8815872753.0
2021-08-17,002594.SZ,91.8,94.09,90.04,90.79,91.82602419220039,27205840.0,7713091722.0
2021-08-18,002594.SZ,92.44,93.31,90.1,91.87,91.7501582391042,22172302.0,6281190851.0
2021-08-19,002594.SZ,91.87,96.74,90.22,95.13,93.80244636489913,36167179.0,10474777901.0
2021-08-20,002594.SZ,93.6,95.09,91.33,92.33,92.82167313906369,24717320.0,7084185440.0
2021-08-23,002594.SZ,91.17,95.36,89.24,93.86,93.35058021643704,29582687.0,8526532885.0
2021-08-24,002594.SZ,94.83,97.81,93.94,96.6,96.23409053783675,27439906.0,8152952115.0
2021-08-25,002594.SZ,96.45,97.1,94.25,95.93,95.32292822529588,17914538.0,5272706498.0
2021-08-26,002594.SZ,96.19,96.76,91.49,91.49,92.98803003017753,26368159.0,7570972707.0
2021-08-27,002594.SZ,91.01,95.88,90.69,93.32,93.97367111408889,26288930.0,7628216261.0
2021-08-30,002594.SZ,89.86,93.28,88.73,91.32,90.69071448280623,41909234.0,11735714831.0
2021-08-31,002594.SZ,92.91,92.91,86.33,89.71,88.81860349172449,32966834.0,9041075461.0
2021-09-01,002594.SZ,89.71,90.03,83.43,86.25,86.4494009134163,28767422.0,7678475359.0
2021-09-02,002594.SZ,86.48,88.09,85.08,86.47,86.66451091128711,16524443.0,4421950963.0
2021-09-03,002594.SZ,86.48,87.77,81.1,82.3,83.45791386923963,28796413.0,7420408930.0
2021-09-06,002594.SZ,84.2,90.36,83.88,89.91,87.32816064007964,39778881.0,10725519555.0
2021-09-07,002594.SZ,89.91,91.04,88.51,89.37,89.59328128948246,20763353.0,5743962165.0
2021-09-08,002594.SZ,90.0,90.45,87.0,87.31,88.17907976436967,18257806.0,4971116497.0
2021-09-09,002594.SZ,88.09,90.55,86.09,88.0,88.23922838657971,21625641.0,5891876584.0
2021-09-10,002594.SZ,88.0,88.27,85.06,86.02,86.01652145603357,23875736.0,6341377791.0
2021-09-13,002594.SZ,86.91,88.09,83.94,84.65,85.31010813517814,21349179.0,5623333361.0
2021-09-14,002594.SZ,84.66,89.39,83.26,87.2,87.49324999888711,35469000.0,9581432835.0
2021-09-15,002594.SZ,86.76,87.45,84.21,84.58,84.99558562254425,21880911.0,5742276750.0
2021-09-16,002594.SZ,84.58,85.75,81.14,81.29,82.33791889302022,22080971.0,5613770464.0
2021-09-17,002594.SZ,81.94,83.24,81.13,82.63,82.34706891331696,13942107.0,3544731220.0
2021-09-22,002594.SZ,80.32,81.44,79.04,80.06,80.02786216305131,16341286.0,4037944329.0
2021-09-23,002594.SZ,82.21,83.4,80.61,80.94,81.59856659488945,14978418.0,3773864372.0
2021-09-24,002594.SZ,81.28,83.4,80.0,81.54,81.91417014868165,15826700.0,4002973167.0
2021-09-27,002594.SZ,82.26,83.39,79.93,81.78,81.85521578125373,17999094.0,4548951212.0
2021-09-28,002594.SZ,81.58,82.21,79.77,79.95,80.94718519849485,16244438.0,4060118404.0
2021-09-29,002594.SZ,78.7,79.31,76.11,76.43,77.2754306306021,24555481.0,5859195957.0
2021-09-30,002594.SZ,77.15,80.87,76.82,80.81,79.5627347378521,22503801.0,5528259622.0
2021-10-08,002594.SZ,83.55,84.2,80.97,81.94,82.4118554414652,19410395.0,4939109186.0
2021-10-11,002594.SZ,81.97,85.21,80.32,82.83,83.2441240778411,21197273.0,5448306886.0
2021-10-12,002594.SZ,82.59,85.15,81.94,83.24,83.6258897784698,21165134.0,5464868602.0
2021-10-13,002594.SZ,83.24,88.61,82.37,87.83,86.81837916619618,32197810.0,8631470873.0
2021-10-14,002594.SZ,87.77,89.39,86.84,88.4,88.25378475134785,17779932.0,4844827928.0
2021-10-15,002594.SZ,89.07,93.11,87.77,91.76,91.0188006575256,28784505.0,8089636933.0
2021-10-18,002594.SZ,92.06,93.48,90.7,92.6,92.20806764205778,21621378.0,6155818958.0
2021-10-19,002594.SZ,93.28,95.51,91.98,92.24,93.2609257086136,19385785.0,5581983586.0
2021-10-20,002594.SZ,92.63,95.54,92.38,94.12,94.02027192235799,21704509.0,6300647167.0
