trade_date,trade_symbol,open,high,low,close,vwap,volume,amount
2021-07-19,300124.SZ,69.88,72.98,68.13,72.49,71.24838143069933,27011544.0,1985856718.0
2021-07-20,300124.SZ,71.43,75.91,70.8,75.42,73.43483125305849,35498416.0,2689773894.0
2021-07-21,300124.SZ,78.41,81.9,77.74,79.74,80.21028255506928,57846110.0,4787648491.0
2021-07-22,300124.SZ,79.67,80.91,77.96,78.89,79.12983017812432,28188879.0,2301550391.0
2021-07-23,300124.SZ,78.58,79.74,77.05,78.28,78.33656804965786,23038143.0,1862135487.0
2021-07-26,300124.SZ,78.31,79.28,73.67,74.92,75.81832019364563,37256544.0,2914462352.0
2021-07-27,300124.SZ,75.6,77.3,73.25,73.57,75.73922288533188,32145618.0,2512122768.0
2021-07-28,300124.SZ,71.77,75.19,70.9,74.03,73.30193798990616,32677888.0,2471390321.0
2021-07-29,300124.SZ,76.08,78.29,74.24,77.35,76.43207095633974,30515658.0,2406552602.0
2021-07-30,300124.SZ,77.51,77.51,75.13,75.46,76.20458607078803,20772837.0,1633332186.0
2021-08-02,300124.SZ,75.63,83.8,75.6,82.53,79.79252656824873,45295768.0,3729002304.0
2021-08-03,300124.SZ,83.74,85.28,78.99,79.28,81.50957840287938,33218329.0,2793676349.0
2021-08-04,300124.SZ,78.51,85.86,78.39,84.86,83.23184902689073,37318612.0,3204924114.0
2021-08-05,300124.SZ,85.29,86.31,82.75,84.12,84.30734113661325,24795841.0,2157072275.0
2021-08-06,300124.SZ,85.08,85.08,80.93,81.81,82.3742947256451,24641352.0,2094323421.0
2021-08-09,300124.SZ,81.31,82.19,79.47,81.3,80.85563253203657,19469900.0,1624402498.0
2021-08-10,300124.SZ,81.92,83.5,80.43,82.62,82.0880987338966,21838411.0,1849738897.0
2021-08-11,300124.SZ,81.41,82.62,80.02,80.06,80.92782532001058,20710978.0,1729479880.0
2021-08-12,300124.SZ,79.48,80.33,71.04,71.7,74.5949765663477,77016341.0,5927719367.0
2021-08-13,300124.SZ,72.69,74.12,70.82,71.74,72.45038199150984,37140297.0,2776347097.0
2021-08-16,300124.SZ,71.52,71.57,68.35,70.7,69.99111453495105,30723504.0,2218807049.0
2021-08-17,300124.SZ,71.04,71.33,68.81,68.81,69.58261009947167,25352463.0,1820235851.0
2021-08-18,300124.SZ,69.01,69.55,66.22,67.07,67.44312191441342,32456800.0,2258505502.0
2021-08-19,300124.SZ,67.07,69.38,66.57,69.0,68.48199068616572,22927168.0,1619931654.0
2021-08-20,300124.SZ,68.42,68.9,65.71,67.24,67.07443882186143,25584432.0,1770677294.0
2021-08-23,300124.SZ,68.33,72.18,67.92,71.71,71.04772414553531,35580485.0,2608286775.0
2021-08-24,300124.SZ,72.69,74.05,69.81,73.02,72.44432305340028,34228839.0,2558469915.0
2021-08-25,300124.SZ,73.66,75.37,71.91,72.38,72.8912094606583,19958740.0,1501046021.0
2021-08-26,300124.SZ,72.79,74.23,71.39,71.98,72.80764495195477,21008248.0,1578223118.0
2021-08-27,300124.SZ,72.44,73.77,71.33,72.79,72.62630792984895,18925177.0,1418084579.0
2021-08-30,300124.SZ,73.74,73.75,70.56,71.37,72.12539816480016,32371973.0,2409103598.0
2021-08-31,300124.SZ,71.76,71.96,67.85,68.83,69.31533751574257,39515100.0,2826150764.0
2021-09-01,300124.SZ,68.52,69.41,66.38,68.42,67.82002542659035,27159108.0,1900619066.0
2021-09-02,300124.SZ,68.48,69.35,67.53,68.06,68.16807769512216,19504912.0,1371809869.0
2021-09-03,300124.SZ,68.05,69.3,66.01,66.87,67.22562252516347,22085923.0,1532033119.0
2021-09-06,300124.SZ,66.86,71.04,66.0,69.59,69.26599674159024,25060019.0,1790931981.0
2021-09-07,300124.SZ,69.78,71.42,69.01,70.64,70.66729115245738,24738849.0,1803911360.0
2021-09-08,300124.SZ,71.53,71.53,67.64,67.84,68.45306592827552,30047773.0,2122351902.0
2021-09-09,300124.SZ,67.84,68.7,66.31,68.02,67.42072081387859,16136184.0,1122460237.0
2021-09-10,300124.SZ,68.02,68.52,66.34,67.92,67.3815961510348,21361076.0,1485117568.0
2021-09-13,300124.SZ,67.65,68.39,65.44,65.87,66.34871649246291,22399767.0,1533577165.0
2021-09-14,300124.SZ,66.32,67.64,65.42,66.05,66.53735382380633,18414417.0,1264202186.0
2021-09-15,300124.SZ,65.6,66.04,62.94,63.37,63.792565677213574,35223468.0,2318621255.0
2021-09-16,300124.SZ,63.97,64.67,62.67,63.14,63.392613361213876,28227021.0,1846347934.0
2021-09-17,300124.SZ,63.0,64.3,62.78,63.56,63.432096761990486,18164094.0,1188804203.0
2021-09-22,300124.SZ,62.51,62.51,60.29,61.24,61.11971363641487,24528271.0,1546897081.0
2021-09-23,300124.SZ,62.52,63.81,61.71,63.38,63.13990893807638,32635098.0,2126250290.0
2021-09-24,300124.SZ,63.93,64.41,61.72,63.17,63.33950416816255,26648895.0,1741635804.0
2021-09-27,300124.SZ,63.29,65.23,62.43,63.51,63.73969803598322,23524059.0,1547106878.0
2021-09-28,300124.SZ,63.0,64.26,61.62,62.03,62.55065038500925,22403829.0,1445880071.0
2021-09-29,300124.SZ,61.07,62.61,60.77,60.87,61.47721266504107,20325078.0,1289353137.0
2021-09-30,300124.SZ,61.06,61.67,60.78,61.06,61.194739824073714,17566273.0,1109117276.0
2021-10-08,300124.SZ,61.64,63.36,61.63,62.18,62.34165733607121,21191717.0,1363195447.0
2021-10-11,300124.SZ,62.42,64.57,61.9,62.04,63.13876163499416,27316603.0,1779503263.0
2021-10-12,300124.SZ,62.5,63.15,57.38,57.68,59.06380970948516,41185326.0,2509739597.0
2021-10-13,300124.SZ,57.68,58.63,57.02,58.39,57.816833873850584,16459586.0,981955459.0
2021-10-14,300124.SZ,58.98,59.27,57.32,57.86,57.84690421680073,22213895.0,1325869372.0
2021-10-15,300124.SZ,57.53,61.63,57.01,60.91,60.10467856392287,38008902.0,2357275190.0
2021-10-18,300124.SZ,60.91,61.04,58.1,58.65,58.82514732256846,32602738.0,1979010053.0
2021-10-19,300124.SZ,58.66,60.71,58.31,58.83,59.19276091587407,28240405.0,1724762736.0
2021-10-20,300124.SZ,58.8,61.05,57.98,60.24,59.889615889438666,32766491.0,2024918299.0
2021-10-21,300124.SZ,60.24,60.73,58.99,59.37,59.637008762941925,22979888.0,1414079100.0
2021-10-22,300124.SZ,59.37,60.14,58.72,59.51,59.46534320936582,17612113.0,1080572259.0
2021-10-25,300124.SZ,59.27,60.42,59.13,60.09,59.80970233707478,21116777.0,1303133052.0
2021-10-26,300124.SZ,60.48,63.62,60.19,62.41,62.567630957471614,40810640.0,2634843359.0
2021-10-27,300124.SZ,62.24,63.25,61.46,62.53,62.487031298423155,28336979.0,1827045532.0
2021-10-28,300124.SZ,62.8,64.81,61.54,63.77,63.25298233589762,43552226.0,2842502405.0
2021-10-29,300124.SZ,63.76,63.85,61.25,63.22,62.46174627717637,37466033.0,2414597353.0
2021-11-01,300124.SZ,62.41,63.12,60.88,63.02,62.054808083970876,34750760.0,2224888802.0
2021-11-02,300124.SZ,62.88,65.92,62.37,63.82,64.46554046070386,44060645.0,2930741121.0
2021-11-03,300124.SZ,64.23,65.38,63.31,64.56,64.3529032905716,24415860.0,1621123431.0
