trade_date,trade_symbol,open,high,low,close,vwap,volume,amount,benchmark_open,benchmark_close
2021-07-19,000858.SZ,230.96,236.57,229.86,235.22,233.37227805062088,14331986.0,3994088405.0,5083.728,5113.495
2021-07-20,000858.SZ,233.64,238.0,232.61,236.4,236.19063883883337,13009223.0,3669251201.0,5080.216,5108.994
2021-07-21,000858.SZ,236.39,239.47,234.48,235.49,236.58665730829424,14960510.0,4226787177.0,5122.784,5144.043
2021-07-22,000858.SZ,236.57,238.38,233.34,234.56,235.7253155321904,14310378.0,4028250662.0,5150.386,5151.752
2021-07-23,000858.SZ,233.52,233.64,224.52,227.11,227.22775067164812,21230352.0,5760869080.0,5145.431,5089.228
2021-07-26,000858.SZ,224.98,224.98,204.4,208.97,211.89417575394123,46213123.0,11693393538.0,5067.307,4925.299
2021-07-27,000858.SZ,206.84,208.35,193.44,193.57,200.96476546306403,42331305.0,10158683399.0,4924.282,4751.313
2021-07-28,000858.SZ,193.59,199.22,188.32,198.2,194.72949770709465,36114290.0,8397862029.0,4714.295,4760.483
2021-07-29,000858.SZ,205.53,205.83,195.68,196.83,200.08194177558727,31322153.0,7483908399.0,4845.76,4850.275
2021-07-30,000858.SZ,196.84,196.84,181.58,184.86,185.79749699680823,42797929.0,9495555500.0,4825.7,4811.17
2021-08-02,000858.SZ,180.35,196.71,177.65,196.33,186.8882365649762,46844440.0,10454507733.0,4794.819,4933.736
2021-08-03,000858.SZ,191.85,201.53,190.68,201.02,197.54274219285423,34171933.0,8061076933.0,4909.233,4934.458
2021-08-04,000858.SZ,198.46,200.05,195.11,196.37,196.80405772700155,23028951.0,5412225849.0,4927.736,4978.848
2021-08-05,000858.SZ,191.77,197.63,188.83,190.23,191.7715441462842,28551069.0,6538505734.0,4946.167,4948.67
2021-08-06,000858.SZ,188.42,190.84,185.28,189.25,188.26912028460671,19152922.0,4306125513.0,4943.043,4921.565
2021-08-09,000858.SZ,187.58,198.2,185.9,192.61,192.80104299284147,26492924.0,6099681511.0,4890.257,4985.563
2021-08-10,000858.SZ,193.66,209.35,190.41,208.43,201.39779968638197,46083746.0,11083250875.0,4977.816,5043.148
2021-08-11,000858.SZ,205.98,210.29,202.63,206.17,206.31124368028807,25307547.0,6234986634.0,5037.082,5015.341
2021-08-12,000858.SZ,205.16,208.18,198.59,199.23,201.90556993636903,23714946.0,5718032984.0,4998.073,4973.351
2021-08-13,000858.SZ,198.46,203.49,197.63,201.65,200.5292280896726,16003140.0,3832138024.0,4958.758,4945.983
2021-08-16,000858.SZ,200.98,204.64,199.64,201.56,201.90054587599272,13317313.0,3210893056.0,4935.923,4941.068
2021-08-17,000858.SZ,200.48,202.65,192.42,192.56,196.6888736455724,21873039.0,5137552315.0,4935.004,4837.403
2021-08-18,000858.SZ,190.93,194.7,187.49,191.77,191.34116031894777,21264488.0,4858678333.0,4838.471,4894.238
2021-08-19,000858.SZ,191.68,193.68,185.9,186.45,188.50022666500735,28968942.0,6520859198.0,4886.564,4862.139
2021-08-20,000858.SZ,177.13,181.45,171.99,172.82,175.9153434912711,53400435.0,11218172732.0,4817.494,4769.268
2021-08-23,000858.SZ,172.83,177.34,171.58,172.54,173.82250728673537,41836373.0,8684039375.0,4777.735,4835.878
2021-08-24,000858.SZ,174.18,178.07,170.83,175.85,174.97424681633464,41190375.0,8606900863.0,4844.593,4888.39
2021-08-25,000858.SZ,176.59,183.33,176.41,182.14,180.78720579145423,38179885.0,8242448408.0,4890.521,4898.157
2021-08-26,000858.SZ,182.03,182.03,172.5,173.48,175.22191540702394,33228274.0,6953022888.0,4892.204,4801.609
2021-08-27,000858.SZ,173.48,175.85,171.25,172.24,173.05054772200907,27190967.0,5618956602.0,4794.974,4827.043
2021-08-30,000858.SZ,174.6,175.85,167.03,173.34,171.04784745354553,34732935.0,7094644686.0,4847.035,4813.27
2021-08-31,000858.SZ,172.92,174.18,166.98,168.9,168.97269060447528,31855168.0,6427633947.0,4803.085,4805.61
2021-09-01,000858.SZ,168.9,176.74,164.97,173.94,171.89607725832388,50364302.0,10338242748.0,4804.686,4869.459
2021-09-02,000858.SZ,174.13,174.26,167.65,168.51,169.67355274245332,37460164.0,7590159049.0,4865.822,4869.411
2021-09-03,000858.SZ,167.31,172.97,164.78,172.41,169.86184612765646,34479528.0,6994069662.0,4875.066,4843.062
2021-09-06,000858.SZ,171.25,180.29,169.62,177.08,177.0104639583548,44070983.0,9315590568.0,4841.062,4933.726
2021-09-07,000858.SZ,176.27,179.3,175.07,177.5,177.04555741428217,25937444.0,5483883908.0,4932.976,4992.829
2021-09-08,000858.SZ,177.53,178.12,172.5,173.95,174.797685318294,21553677.0,4498947534.0,4986.795,4972.132
2021-09-09,000858.SZ,173.95,175.19,171.67,173.62,173.1711063254842,17757531.0,3672149965.0,4952.492,4970.013
2021-09-10,000858.SZ,173.62,179.54,172.92,178.95,177.13481754143308,31883473.0,6744385342.0,4967.976,5013.522
2021-09-13,000858.SZ,177.53,179.79,173.33,174.0,175.6773268645113,26342826.0,5526541971.0,5006.775,4991.66
2021-09-14,000858.SZ,173.95,175.7,171.87,172.28,173.231657097586,23596742.0,4881373812.0,4989.835,4917.162
2021-09-15,000858.SZ,169.99,171.29,164.72,166.22,167.1473306598505,38203577.0,7625717390.0,4903.847,4867.319
2021-09-16,000858.SZ,164.13,167.13,161.14,164.97,164.54961351178153,33538704.0,6590288015.0,4866.794,4807.698
2021-09-17,000858.SZ,164.13,171.67,162.51,169.11,167.86815461870071,29439702.0,5901688646.0,4797.113,4855.94
2021-09-22,000858.SZ,164.97,166.22,162.0,162.4,163.13433956473776,24908981.0,4852441664.0,4770.732,4821.768
2021-09-23,000858.SZ,163.14,164.87,161.32,162.81,163.00858008806404,18811296.0,3661752984.0,4848.222,4853.196
2021-09-24,000858.SZ,162.37,170.83,161.67,167.92,167.77890476368074,35053997.0,7023121319.0,4845.638,4849.428
2021-09-27,000858.SZ,173.86,184.71,173.86,184.71,182.03461527837757,76006557.0,16521941311.0,4870.848,4877.37
2021-09-28,000858.SZ,184.5,186.41,179.2,181.67,182.03223436644345,41145863.0,8943981562.0,4869.085,4883.828
2021-09-29,000858.SZ,181.62,185.26,178.12,183.12,182.05915757645096,31136680.0,6769523773.0,4846.021,4833.928
2021-09-30,000858.SZ,181.72,186.98,181.72,183.72,184.72959168299693,33190568.0,7321693531.0,4843.953,4866.383
2021-10-08,000858.SZ,184.73,197.61,182.22,191.11,191.0671987314237,41627865.0,9498183647.0,4915.731,4929.941
2021-10-11,000858.SZ,192.13,196.98,188.83,190.76,191.86763442495644,26146575.0,5990773979.0,4941.292,4936.192
2021-10-12,000858.SZ,190.09,192.6,186.75,192.05,190.70353277627223,20342373.0,4632611153.0,4920.66,4883.837
2021-10-13,000858.SZ,191.24,204.83,190.26,200.55,198.56574637174933,34777422.0,8246438709.0,4880.144,4940.109
2021-10-14,000858.SZ,199.3,204.9,197.76,200.98,200.851736262062,24058960.0,5770465386.0,4934.258,4913.612
2021-10-15,000858.SZ,197.46,199.2,192.61,196.22,195.6855496379112,30215786.0,7060878521.0,4896.558,4932.108
2021-10-18,000858.SZ,188.37,188.37,177.95,180.31,181.73973448376043,52228655.0,11335046053.0,4922.514,4874.775
2021-10-19,000858.SZ,178.37,184.97,178.37,183.37,182.35557097735045,27151971.0,5912575917.0,4869.391,4922.723
2021-10-20,000858.SZ,184.65,186.07,181.62,184.18,183.7417970931185,17171231.0,3767655125.0,4926.773,4910.185
